SHOW,SEASON,EPISODE,UMAP1,UMAP2,SIL_SCORE,SUBSET,DISRUPTION,SHOW_LABEL
office,2.0,16.0,1.6404761,-0.47255403,0.028217675,Emotion,C,The Office
office,2.0,17.0,0.7909967,-1.3040353,0.028217675,Emotion,C,The Office
office,2.0,18.0,1.3651837,-0.3504374,0.028217675,Emotion,C,The Office
office,2.0,19.0,1.4070419,0.10332633,0.028217675,Emotion,C,The Office
office,2.0,20.0,-0.45329204,-0.5958011,0.028217675,Emotion,C,The Office
office,2.0,21.0,-0.38577056,0.71075565,0.028217675,Emotion,C,The Office
office,2.0,22.0,1.8306922,-0.79809386,0.028217675,Emotion,C,The Office
office,3.0,1.0,-1.1139692,-0.22817071,0.028217675,Emotion,C,The Office
office,3.0,2.0,1.7348982,-1.1750313,0.028217675,Emotion,C,The Office
office,3.0,3.0,0.6739063,-0.78782356,0.028217675,Emotion,C,The Office
office,3.0,4.0,-0.67900455,-1.3275753,0.028217675,Emotion,C,The Office
office,3.0,5.0,0.18207225,-1.4589915,0.028217675,Emotion,C,The Office
office,3.0,6.0,1.3527015,-0.1450566,0.028217675,Emotion,C,The Office
office,3.0,7.0,-0.14675063,-1.5865685,0.028217675,Emotion,C,The Office
office,3.0,8.0,1.7482369,-1.1237731,0.028217675,Emotion,C,The Office
office,3.0,9.0,0.16804312,-0.5181005,0.028217675,Emotion,C,The Office
office,3.0,10.0,1.1971605,-0.94630194,0.028217675,Emotion,C,The Office
office,3.0,12.0,-0.14399245,-1.5274363,0.028217675,Emotion,C,The Office
office,3.0,13.0,1.6788943,-0.61572677,0.028217675,Emotion,C,The Office
office,3.0,14.0,1.7358252,-0.8317592,0.028217675,Emotion,C,The Office
office,3.0,15.0,1.7144098,-1.2444047,0.028217675,Emotion,C,The Office
office,3.0,16.0,1.4990501,-0.68386745,0.028217675,Emotion,C,The Office
office,3.0,17.0,1.5851054,-0.6783537,0.028217675,Emotion,C,The Office
office,3.0,18.0,1.2990768,-0.98547137,0.028217675,Emotion,C,The Office
office,3.0,19.0,0.64076614,-0.78768253,0.028217675,Emotion,C,The Office
office,3.0,20.0,-1.0559872,-1.3609428,0.028217675,Emotion,C,The Office
office,3.0,21.0,-0.05442892,-0.6340826,0.028217675,Emotion,C,The Office
office,3.0,22.0,0.09905556,-1.1571862,0.028217675,Emotion,C,The Office
office,3.0,23.0,0.720536,-0.27678427,0.028217675,Emotion,C,The Office
office,3.0,24.0,0.8800268,-1.2523304,0.028217675,Emotion,C,The Office
office,4.0,1.0,-0.78541845,-1.4187343,0.028217675,Emotion,C,The Office
office,4.0,3.0,1.7548089,-0.8188149,0.028217675,Emotion,C,The Office
office,4.0,5.0,0.7256548,-0.4908866,0.028217675,Emotion,C,The Office
office,4.0,7.0,-0.12696968,-1.5565486,0.028217675,Emotion,C,The Office
office,4.0,9.0,1.3110272,-0.018221634,0.028217675,Emotion,C,The Office
office,4.0,10.0,-0.21651289,-1.1551573,0.028217675,Emotion,C,The Office
office,4.0,11.0,1.3864331,-0.5199067,0.028217675,Emotion,C,The Office
office,4.0,12.0,0.042260394,0.0040410217,0.028217675,Emotion,C,The Office
office,4.0,13.0,1.3294157,-0.8662944,0.028217675,Emotion,C,The Office
office,4.0,14.0,-0.8610209,-1.1118984,0.028217675,Emotion,C,The Office
office,4.0,15.0,1.1704428,-0.911562,0.028217675,Emotion,C,The Office
office,4.0,16.0,0.85096973,-0.4660178,0.028217675,Emotion,C,The Office
office,4.0,17.0,1.3507318,-1.4643341,0.028217675,Emotion,C,The Office
office,4.0,18.0,1.7385613,-0.7212604,0.028217675,Emotion,C,The Office
office,5.0,1.0,1.3733879,-0.40811342,0.028217675,Emotion,C,The Office
office,5.0,3.0,0.062809326,-0.49988532,0.028217675,Emotion,C,The Office
office,5.0,4.0,1.2149916,-0.97249144,0.028217675,Emotion,C,The Office
office,5.0,5.0,1.1030871,-0.28221908,0.028217675,Emotion,C,The Office
office,5.0,6.0,1.0866022,-1.0661718,0.028217675,Emotion,C,The Office
office,5.0,7.0,1.015909,-0.6545514,0.028217675,Emotion,C,The Office
office,5.0,8.0,1.3584509,-1.2331275,0.028217675,Emotion,C,The Office
office,5.0,9.0,-0.55098,0.09322297,0.028217675,Emotion,C,The Office
office,5.0,10.0,1.7275133,-1.215499,0.028217675,Emotion,C,The Office
office,5.0,11.0,0.9577729,-0.2210804,0.028217675,Emotion,C,The Office
office,5.0,12.0,-1.1767861,0.12886178,0.028217675,Emotion,C,The Office
office,5.0,13.0,-0.33529326,0.76718694,0.028217675,Emotion,C,The Office
office,5.0,14.0,-1.0085825,-1.4179935,0.028217675,Emotion,C,The Office
office,5.0,16.0,-0.22049044,-1.0911981,0.028217675,Emotion,C,The Office
office,5.0,17.0,0.47947255,0.28342625,0.028217675,Emotion,C,The Office
office,5.0,18.0,-0.36093587,-1.117571,0.028217675,Emotion,C,The Office
office,5.0,19.0,0.88430864,-0.46380112,0.028217675,Emotion,C,The Office
office,5.0,20.0,1.3068615,-1.3769817,0.028217675,Emotion,C,The Office
office,5.0,21.0,1.1694081,-1.564542,0.028217675,Emotion,C,The Office
office,5.0,22.0,0.80053145,-1.2589815,0.028217675,Emotion,C,The Office
office,5.0,23.0,1.2163571,-1.5457928,0.028217675,Emotion,C,The Office
office,5.0,24.0,0.19622666,-0.9086822,0.028217675,Emotion,C,The Office
office,5.0,25.0,-0.42149267,-1.5593249,0.028217675,Emotion,C,The Office
office,5.0,26.0,0.7298266,-0.47066143,0.028217675,Emotion,C,The Office
office,5.0,27.0,1.2579372,-0.5287602,0.028217675,Emotion,C,The Office
office,5.0,28.0,1.1757276,-1.5285276,0.028217675,Emotion,C,The Office
office,6.0,1.0,-0.30386233,-0.758283,0.028217675,Emotion,C,The Office
office,6.0,2.0,0.21126541,-1.3529248,0.028217675,Emotion,C,The Office
office,6.0,3.0,-0.38355944,0.5300136,0.028217675,Emotion,C,The Office
office,6.0,4.0,1.2541769,-0.4015898,0.028217675,Emotion,C,The Office
office,6.0,6.0,-1.5956793,1.4893495,0.028217675,Emotion,C,The Office
office,6.0,7.0,1.0770746,0.06087183,0.028217675,Emotion,C,The Office
office,6.0,8.0,1.0817246,-1.0132326,0.028217675,Emotion,C,The Office
office,6.0,9.0,1.1983508,-0.29247254,0.028217675,Emotion,C,The Office
office,6.0,10.0,0.14307195,-1.0307384,0.028217675,Emotion,C,The Office
office,6.0,11.0,0.78223354,-0.2692728,0.028217675,Emotion,C,The Office
office,6.0,12.0,-0.33006686,-1.5649803,0.028217675,Emotion,C,The Office
office,6.0,13.0,-0.15295085,-1.203539,0.028217675,Emotion,C,The Office
office,6.0,14.0,1.2032343,-1.1724626,0.028217675,Emotion,C,The Office
office,6.0,15.0,1.7130152,-1.2200289,0.028217675,Emotion,C,The Office
office,6.0,16.0,1.2505611,-0.6822928,0.028217675,Emotion,C,The Office
office,6.0,17.0,1.2242403,-0.89590156,0.028217675,Emotion,C,The Office
office,6.0,19.0,1.3542945,-1.3084487,0.028217675,Emotion,C,The Office
office,6.0,20.0,-0.04946933,1.0148469,0.028217675,Emotion,C,The Office
office,6.0,21.0,1.7741122,-0.74428093,0.028217675,Emotion,C,The Office
office,6.0,22.0,1.3100632,-0.6999022,0.028217675,Emotion,C,The Office
office,6.0,23.0,0.21912451,-1.4137925,0.028217675,Emotion,C,The Office
office,6.0,24.0,-0.26199645,-1.105982,0.028217675,Emotion,C,The Office
office,6.0,25.0,-0.24645354,-1.1982623,0.028217675,Emotion,C,The Office
office,6.0,26.0,-0.45147175,0.6996272,0.028217675,Emotion,C,The Office
office,7.0,1.0,-0.518003,-0.0051967544,0.028217675,Emotion,C,The Office
office,7.0,2.0,-0.16281617,-1.4259819,0.028217675,Emotion,C,The Office
office,7.0,3.0,1.3485426,-0.2977382,0.028217675,Emotion,C,The Office
office,7.0,4.0,-0.37051812,-0.8479951,0.028217675,Emotion,C,The Office
office,7.0,5.0,0.23839308,-0.6324514,0.028217675,Emotion,C,The Office
office,7.0,6.0,0.30765492,0.49414062,0.028217675,Emotion,C,The Office
office,7.0,7.0,1.3358696,-0.7741634,0.028217675,Emotion,C,The Office
office,7.0,8.0,1.2824856,-0.93592817,0.028217675,Emotion,C,The Office
office,7.0,9.0,0.85262054,-0.53744715,0.028217675,Emotion,C,The Office
office,7.0,10.0,-0.4094938,-1.5806048,0.028217675,Emotion,C,The Office
office,7.0,11.0,1.4202076,-0.5079279,0.028217675,Emotion,C,The Office
office,7.0,13.0,1.3622557,0.16110586,0.028217675,Emotion,C,The Office
office,7.0,14.0,1.8258791,-0.88085663,0.028217675,Emotion,C,The Office
office,7.0,15.0,-0.1695049,-1.5011815,0.028217675,Emotion,C,The Office
office,7.0,16.0,1.5744752,-0.33739763,0.028217675,Emotion,C,The Office
office,7.0,17.0,1.2193598,0.17221066,0.028217675,Emotion,C,The Office
office,7.0,18.0,0.121092744,-0.43113264,0.028217675,Emotion,C,The Office
office,7.0,19.0,1.3723818,-0.33411807,0.028217675,Emotion,C,The Office
office,7.0,20.0,1.3944073,-1.3294871,0.028217675,Emotion,C,The Office
office,7.0,21.0,1.2604095,0.11593297,0.028217675,Emotion,C,The Office
office,7.0,22.0,1.7802472,-0.9771312,0.028217675,Emotion,C,The Office
office,7.0,23.0,0.15777491,-0.6295419,0.028217675,Emotion,C,The Office
office,7.0,24.0,-0.4669462,-0.7066567,0.028217675,Emotion,C,The Office
office,7.0,25.0,0.8055102,-1.265287,0.028217675,Emotion,C,The Office
office,8.0,1.0,1.2702131,-1.1681803,0.028217675,Emotion,C,The Office
office,8.0,2.0,1.6278881,-1.3637835,0.028217675,Emotion,C,The Office
office,8.0,3.0,-0.22119355,-1.2896322,0.028217675,Emotion,C,The Office
office,8.0,4.0,1.3756324,-1.2738113,0.028217675,Emotion,C,The Office
office,8.0,5.0,-0.35374185,-1.0644095,0.028217675,Emotion,C,The Office
office,8.0,6.0,1.1808841,-1.579955,0.028217675,Emotion,C,The Office
office,8.0,7.0,-0.15995619,-1.5547816,0.028217675,Emotion,C,The Office
office,8.0,8.0,0.80407363,-0.47757998,0.028217675,Emotion,C,The Office
office,8.0,9.0,1.6642438,-1.3372127,0.028217675,Emotion,C,The Office
office,8.0,10.0,1.2547395,-0.45658693,0.028217675,Emotion,C,The Office
office,8.0,11.0,1.664391,-1.3018342,0.028217675,Emotion,C,The Office
office,8.0,12.0,1.289108,-0.7332686,0.028217675,Emotion,C,The Office
office,8.0,13.0,1.3132538,-1.3485956,0.028217675,Emotion,C,The Office
office,8.0,14.0,1.7923169,-0.9490546,0.028217675,Emotion,C,The Office
office,8.0,15.0,0.056284294,-1.5646895,0.028217675,Emotion,C,The Office
office,8.0,16.0,1.1422958,-1.1286356,0.028217675,Emotion,C,The Office
office,8.0,17.0,0.4101464,-0.18255824,0.028217675,Emotion,C,The Office
office,8.0,18.0,-0.44931152,-0.6792665,0.028217675,Emotion,C,The Office
office,8.0,19.0,-0.20661254,-1.0100642,0.028217675,Emotion,C,The Office
office,8.0,20.0,-0.1172224,-1.5253813,0.028217675,Emotion,C,The Office
office,8.0,21.0,1.5974292,-0.30917,0.028217675,Emotion,C,The Office
office,8.0,22.0,-0.32824132,-0.9944523,0.028217675,Emotion,C,The Office
office,8.0,23.0,0.054962542,-0.52896595,0.028217675,Emotion,C,The Office
office,8.0,24.0,1.0938332,-0.6995822,0.028217675,Emotion,C,The Office
office,9.0,1.0,1.3339337,-0.17624974,0.028217675,Emotion,C,The Office
office,9.0,2.0,1.3131628,-1.3886684,0.028217675,Emotion,C,The Office
office,9.0,3.0,1.3792179,-1.1060435,0.028217675,Emotion,C,The Office
office,9.0,4.0,-0.4149671,0.534524,0.028217675,Emotion,C,The Office
office,9.0,5.0,0.17198786,-0.9851081,0.028217675,Emotion,C,The Office
office,9.0,6.0,-0.1914153,-1.2740717,0.028217675,Emotion,C,The Office
office,9.0,7.0,1.1001161,-1.0235882,0.028217675,Emotion,C,The Office
office,9.0,8.0,-0.4614118,-0.67185307,0.028217675,Emotion,C,The Office
office,9.0,9.0,1.3447237,-0.8817979,0.028217675,Emotion,C,The Office
office,9.0,10.0,-0.7786956,-1.2195187,0.028217675,Emotion,C,The Office
office,9.0,11.0,1.0548012,-0.027547067,0.028217675,Emotion,C,The Office
office,9.0,12.0,0.028488386,-1.3888674,0.028217675,Emotion,C,The Office
office,9.0,13.0,0.7615736,-0.5721502,0.028217675,Emotion,C,The Office
office,9.0,14.0,-0.5809259,1.2494501,0.028217675,Emotion,C,The Office
office,9.0,15.0,1.2715153,0.0026494844,0.028217675,Emotion,C,The Office
office,9.0,16.0,-0.12843034,-1.2873162,0.028217675,Emotion,C,The Office
office,9.0,17.0,-1.130096,-0.24312343,0.028217675,Emotion,C,The Office
office,9.0,18.0,1.3912723,-1.3203443,0.028217675,Emotion,C,The Office
office,9.0,19.0,1.1489626,-1.491879,0.028217675,Emotion,C,The Office
office,9.0,20.0,1.4074789,0.10657196,0.028217675,Emotion,C,The Office
office,9.0,21.0,1.4005959,0.10370123,0.028217675,Emotion,C,The Office
office,9.0,22.0,1.1040589,-0.24559145,0.028217675,Emotion,C,The Office
office,9.0,24.0,1.4571267,-0.52965295,0.028217675,Emotion,C,The Office
southpark,1.0,1.0,-0.5468874,0.057001274,0.028217675,Emotion,C,South Park
southpark,1.0,2.0,1.9483464,-0.558567,0.028217675,Emotion,C,South Park
southpark,1.0,3.0,-1.6087462,1.5036763,0.028217675,Emotion,C,South Park
southpark,1.0,4.0,1.1077391,-0.3209185,0.028217675,Emotion,C,South Park
southpark,1.0,5.0,0.047491644,1.2756971,0.028217675,Emotion,C,South Park
southpark,1.0,6.0,-1.2327869,1.6019171,0.028217675,Emotion,C,South Park
southpark,1.0,7.0,-0.4204823,0.1403541,0.028217675,Emotion,C,South Park
southpark,1.0,8.0,0.38233203,0.4970185,0.028217675,Emotion,C,South Park
southpark,1.0,9.0,-0.7484942,1.5321825,0.028217675,Emotion,C,South Park
southpark,1.0,10.0,0.1895383,1.1529533,0.028217675,Emotion,C,South Park
southpark,1.0,11.0,1.2851452,-0.34669074,0.028217675,Emotion,C,South Park
southpark,1.0,12.0,0.14059085,-0.49242306,0.028217675,Emotion,C,South Park
southpark,1.0,13.0,1.0756128,-0.40114635,0.028217675,Emotion,C,South Park
southpark,2.0,1.0,-0.6271131,1.3267603,0.028217675,Emotion,C,South Park
southpark,2.0,2.0,-0.94779545,-1.5151056,0.028217675,Emotion,C,South Park
southpark,2.0,3.0,0.19710484,-0.62909,0.028217675,Emotion,C,South Park
southpark,2.0,4.0,-1.1931427,0.9174588,0.028217675,Emotion,C,South Park
southpark,2.0,5.0,0.33730656,0.46292874,0.028217675,Emotion,C,South Park
southpark,2.0,6.0,0.007953994,1.2321513,0.028217675,Emotion,C,South Park
southpark,2.0,7.0,-1.4925569,1.3704866,0.028217675,Emotion,C,South Park
southpark,2.0,8.0,-0.023042716,1.159286,0.028217675,Emotion,C,South Park
southpark,2.0,9.0,1.0630125,0.040724944,0.028217675,Emotion,C,South Park
southpark,2.0,10.0,-1.2020411,0.043763556,0.028217675,Emotion,C,South Park
southpark,2.0,11.0,1.3794125,-0.9512648,0.028217675,Emotion,C,South Park
southpark,2.0,12.0,-0.3341408,1.1736912,0.028217675,Emotion,C,South Park
southpark,2.0,13.0,-0.05420406,1.1327285,0.028217675,Emotion,C,South Park
southpark,2.0,14.0,0.9717985,0.020549273,0.028217675,Emotion,C,South Park
southpark,2.0,15.0,-0.49266452,0.12871623,0.028217675,Emotion,C,South Park
southpark,2.0,16.0,0.13088067,1.1495253,0.028217675,Emotion,C,South Park
southpark,2.0,17.0,-0.36090454,0.9550186,0.028217675,Emotion,C,South Park
southpark,2.0,18.0,-0.49447364,-0.42122272,0.028217675,Emotion,C,South Park
southpark,3.0,1.0,0.39716306,-0.12578888,0.028217675,Emotion,C,South Park
southpark,3.0,2.0,-0.55500156,1.133171,0.028217675,Emotion,C,South Park
southpark,3.0,3.0,0.95245737,0.24012557,0.028217675,Emotion,C,South Park
southpark,3.0,4.0,0.037702043,1.2826846,0.028217675,Emotion,C,South Park
southpark,3.0,5.0,1.1220391,-0.6821635,0.028217675,Emotion,C,South Park
southpark,3.0,6.0,-1.2969604,1.7779056,0.028217675,Emotion,C,South Park
southpark,3.0,7.0,0.13956407,-0.41280687,0.028217675,Emotion,C,South Park
southpark,3.0,8.0,0.37412092,-0.3173504,0.028217675,Emotion,C,South Park
southpark,3.0,9.0,0.90787214,-0.4323741,0.028217675,Emotion,C,South Park
southpark,3.0,10.0,0.8678448,-0.3402315,0.028217675,Emotion,C,South Park
southpark,3.0,11.0,0.094620824,-0.5616955,0.028217675,Emotion,C,South Park
southpark,3.0,12.0,-1.6045916,1.4813031,0.028217675,Emotion,C,South Park
southpark,3.0,13.0,0.91287905,-0.39787516,0.028217675,Emotion,C,South Park
southpark,3.0,14.0,-0.20947884,1.0188146,0.028217675,Emotion,C,South Park
southpark,3.0,15.0,1.7209047,-0.466743,0.028217675,Emotion,C,South Park
southpark,3.0,16.0,0.83853346,-1.2210455,0.028217675,Emotion,C,South Park
southpark,3.0,17.0,-0.5703457,-1.4834043,0.028217675,Emotion,C,South Park
southpark,4.0,1.0,-0.27313802,1.2215747,0.028217675,Emotion,C,South Park
southpark,4.0,2.0,-0.28221482,-0.489104,0.028217675,Emotion,C,South Park
southpark,4.0,3.0,1.3085873,0.2454585,0.028217675,Emotion,C,South Park
southpark,4.0,4.0,1.3474902,0.14846687,0.028217675,Emotion,C,South Park
southpark,4.0,5.0,1.4351057,0.06989062,0.028217675,Emotion,C,South Park
southpark,4.0,6.0,0.92701465,0.3819359,0.028217675,Emotion,C,South Park
southpark,4.0,7.0,-0.24169774,-1.3423864,0.028217675,Emotion,C,South Park
southpark,4.0,8.0,0.7366776,0.043485377,0.028217675,Emotion,C,South Park
southpark,4.0,9.0,0.77034986,-0.30215248,0.028217675,Emotion,C,South Park
southpark,4.0,10.0,-0.91604507,-0.7859973,0.028217675,Emotion,C,South Park
southpark,4.0,11.0,-0.46653324,0.6298226,0.028217675,Emotion,C,South Park
southpark,4.0,12.0,-1.5108926,1.4357013,0.028217675,Emotion,C,South Park
southpark,4.0,13.0,-0.63255525,0.69661057,0.028217675,Emotion,C,South Park
southpark,4.0,14.0,1.331401,0.071254015,0.028217675,Emotion,C,South Park
southpark,4.0,15.0,0.25269854,0.5780815,0.028217675,Emotion,C,South Park
southpark,4.0,16.0,-0.9278243,-1.5063158,0.028217675,Emotion,C,South Park
southpark,4.0,17.0,1.3597643,0.17352101,0.028217675,Emotion,C,South Park
southpark,5.0,1.0,-1.0367459,1.9039888,0.028217675,Emotion,C,South Park
southpark,5.0,2.0,1.9706471,-0.51849157,0.028217675,Emotion,C,South Park
southpark,5.0,3.0,0.8224407,-1.2374078,0.028217675,Emotion,C,South Park
southpark,5.0,4.0,0.45988366,0.98661315,0.028217675,Emotion,C,South Park
southpark,5.0,5.0,1.050448,-0.084867924,0.028217675,Emotion,C,South Park
southpark,5.0,6.0,-1.0003557,1.1483245,0.028217675,Emotion,C,South Park
southpark,5.0,7.0,-0.0061264024,0.045836303,0.028217675,Emotion,C,South Park
southpark,5.0,8.0,-0.04825367,0.117866956,0.028217675,Emotion,C,South Park
southpark,5.0,9.0,-0.1222603,1.3003398,0.028217675,Emotion,C,South Park
southpark,5.0,10.0,1.323274,-0.16576469,0.028217675,Emotion,C,South Park
southpark,5.0,11.0,-0.47998324,-0.63778305,0.028217675,Emotion,C,South Park
southpark,5.0,12.0,0.92847216,-0.42003852,0.028217675,Emotion,C,South Park
southpark,5.0,13.0,-0.2379236,-1.379714,0.028217675,Emotion,C,South Park
southpark,5.0,14.0,-0.52864915,-1.3460635,0.028217675,Emotion,C,South Park
southpark,6.0,1.0,0.4325992,0.63405484,0.028217675,Emotion,C,South Park
southpark,6.0,2.0,1.8853159,-0.73621505,0.028217675,Emotion,C,South Park
southpark,6.0,3.0,0.10757338,1.1612333,0.028217675,Emotion,C,South Park
southpark,6.0,4.0,-0.35093483,1.2459863,0.028217675,Emotion,C,South Park
southpark,6.0,5.0,0.2682297,0.65058374,0.028217675,Emotion,C,South Park
southpark,6.0,6.0,1.3123364,0.22276078,0.028217675,Emotion,C,South Park
southpark,6.0,7.0,0.12990646,-0.40591583,0.028217675,Emotion,C,South Park
southpark,6.0,8.0,-0.40262422,0.70356894,0.028217675,Emotion,C,South Park
southpark,6.0,9.0,-0.32465532,0.862822,0.028217675,Emotion,C,South Park
southpark,6.0,10.0,1.2647125,0.23544927,0.028217675,Emotion,C,South Park
southpark,6.0,11.0,-1.0576552,-1.4097272,0.028217675,Emotion,C,South Park
southpark,6.0,12.0,-1.1410207,-0.2446822,0.028217675,Emotion,C,South Park
southpark,6.0,13.0,0.29934388,-0.51722264,0.028217675,Emotion,C,South Park
southpark,6.0,14.0,-0.09709335,1.0516524,0.028217675,Emotion,C,South Park
southpark,6.0,15.0,-0.15610392,-1.4886262,0.028217675,Emotion,C,South Park
southpark,6.0,16.0,-0.821233,0.69135433,0.028217675,Emotion,C,South Park
southpark,6.0,17.0,1.6764514,-0.46656576,0.028217675,Emotion,C,South Park
southpark,7.0,1.0,0.16017005,-0.6473239,0.028217675,Emotion,C,South Park
southpark,7.0,2.0,1.8872237,-0.47690102,0.028217675,Emotion,C,South Park
southpark,7.0,3.0,-1.1454618,0.22886711,0.028217675,Emotion,C,South Park
southpark,7.0,4.0,-0.6391392,1.3683951,0.028217675,Emotion,C,South Park
southpark,7.0,5.0,0.9640048,0.033110954,0.028217675,Emotion,C,South Park
southpark,7.0,6.0,-0.060327295,0.14633007,0.028217675,Emotion,C,South Park
southpark,7.0,7.0,-0.2866637,0.8951333,0.028217675,Emotion,C,South Park
southpark,7.0,8.0,0.41160035,1.0159785,0.028217675,Emotion,C,South Park
southpark,7.0,9.0,1.9878483,-0.54066235,0.028217675,Emotion,C,South Park
southpark,7.0,10.0,-0.47745273,0.68965423,0.028217675,Emotion,C,South Park
southpark,7.0,11.0,-0.35525322,-1.06562,0.028217675,Emotion,C,South Park
southpark,7.0,12.0,1.6549813,-0.6614434,0.028217675,Emotion,C,South Park
southpark,7.0,13.0,-0.9656298,1.7748682,0.028217675,Emotion,C,South Park
southpark,7.0,14.0,1.4147617,0.14397526,0.028217675,Emotion,C,South Park
southpark,7.0,15.0,-0.8647181,-1.0910144,0.028217675,Emotion,C,South Park
southpark,8.0,1.0,-0.7047068,0.8399396,0.028217675,Emotion,C,South Park
southpark,8.0,2.0,0.8216533,-0.5461383,0.028217675,Emotion,C,South Park
southpark,8.0,3.0,0.71313107,0.72286284,0.028217675,Emotion,C,South Park
southpark,8.0,4.0,0.7501401,-0.63757896,0.028217675,Emotion,C,South Park
southpark,8.0,5.0,1.5918632,-0.72165084,0.028217675,Emotion,C,South Park
southpark,8.0,6.0,0.95058596,0.14931531,0.028217675,Emotion,C,South Park
southpark,8.0,7.0,-1.0122381,0.8425085,0.028217675,Emotion,C,South Park
southpark,8.0,8.0,-0.76264375,1.7972292,0.028217675,Emotion,C,South Park
southpark,8.0,9.0,-0.30815852,1.1872262,0.028217675,Emotion,C,South Park
southpark,8.0,10.0,-0.6424736,1.0420967,0.028217675,Emotion,C,South Park
southpark,8.0,11.0,0.8215705,-1.2566555,0.028217675,Emotion,C,South Park
southpark,8.0,12.0,0.42089418,0.5044465,0.028217675,Emotion,C,South Park
southpark,8.0,13.0,-0.3352985,-0.6736803,0.028217675,Emotion,C,South Park
southpark,8.0,14.0,1.2955171,0.2304385,0.028217675,Emotion,C,South Park
southpark,9.0,1.0,0.9115793,-0.6852538,0.028217675,Emotion,C,South Park
southpark,9.0,2.0,-0.26310956,0.9993033,0.028217675,Emotion,C,South Park
southpark,9.0,3.0,1.9007429,-0.67380935,0.028217675,Emotion,C,South Park
southpark,9.0,4.0,-0.91778797,-1.1155856,0.028217675,Emotion,C,South Park
southpark,9.0,5.0,0.64692706,0.8111805,0.028217675,Emotion,C,South Park
southpark,9.0,6.0,-0.96502554,-1.2977278,0.028217675,Emotion,C,South Park
southpark,9.0,7.0,1.1667615,-0.8851458,0.028217675,Emotion,C,South Park
southpark,9.0,8.0,-1.0507588,-1.4328266,0.028217675,Emotion,C,South Park
southpark,9.0,9.0,-0.42357066,-1.5511833,0.028217675,Emotion,C,South Park
southpark,9.0,10.0,-0.08255578,1.0466751,0.028217675,Emotion,C,South Park
southpark,9.0,11.0,0.9461024,0.40013552,0.028217675,Emotion,C,South Park
southpark,9.0,12.0,-0.8221443,-1.2043406,0.028217675,Emotion,C,South Park
southpark,9.0,13.0,0.1559186,-1.4558368,0.028217675,Emotion,C,South Park
southpark,9.0,14.0,-0.59167665,-1.4132645,0.028217675,Emotion,C,South Park
southpark,10.0,1.0,1.1123239,0.2691499,0.028217675,Emotion,C,South Park
southpark,10.0,2.0,0.7477366,0.076339826,0.028217675,Emotion,C,South Park
southpark,10.0,3.0,-1.5227226,1.7066033,0.028217675,Emotion,C,South Park
southpark,10.0,4.0,-1.3905821,1.8146716,0.028217675,Emotion,C,South Park
southpark,10.0,5.0,-1.3375833,0.0121437665,0.028217675,Emotion,C,South Park
southpark,10.0,6.0,-1.0453323,-1.4693679,0.028217675,Emotion,C,South Park
southpark,10.0,7.0,-0.7712466,1.5319754,0.028217675,Emotion,C,South Park
southpark,10.0,8.0,0.052776035,-0.012784869,0.028217675,Emotion,C,South Park
southpark,10.0,9.0,-1.2412649,0.7766651,0.028217675,Emotion,C,South Park
southpark,10.0,10.0,-0.2498531,-0.996297,0.028217675,Emotion,C,South Park
southpark,10.0,11.0,-0.8014144,1.1045523,0.028217675,Emotion,C,South Park
southpark,10.0,12.0,-0.6699948,0.7367245,0.028217675,Emotion,C,South Park
southpark,10.0,13.0,-0.7007143,0.7564874,0.028217675,Emotion,C,South Park
southpark,10.0,14.0,-0.8242734,-1.1952567,0.028217675,Emotion,C,South Park
southpark,11.0,1.0,-0.07660557,1.3564141,0.028217675,Emotion,C,South Park
southpark,11.0,2.0,-0.063193046,-0.57941645,0.028217675,Emotion,C,South Park
southpark,11.0,3.0,-0.99510956,-1.5130056,0.028217675,Emotion,C,South Park
southpark,11.0,4.0,-1.6275972,1.4855249,0.028217675,Emotion,C,South Park
southpark,11.0,5.0,-0.567458,-1.4686654,0.028217675,Emotion,C,South Park
southpark,11.0,6.0,0.83931077,-0.42955318,0.028217675,Emotion,C,South Park
southpark,11.0,7.0,-1.1959574,0.0025475936,0.028217675,Emotion,C,South Park
southpark,11.0,8.0,-0.8396862,1.5928621,0.028217675,Emotion,C,South Park
southpark,11.0,9.0,-1.0456468,0.9045254,0.028217675,Emotion,C,South Park
southpark,11.0,10.0,-1.6271235,1.468679,0.028217675,Emotion,C,South Park
southpark,11.0,11.0,-0.51564777,-0.43589014,0.028217675,Emotion,C,South Park
southpark,11.0,12.0,-1.6001061,1.5240512,0.028217675,Emotion,C,South Park
southpark,11.0,13.0,1.9254938,-0.6310919,0.028217675,Emotion,C,South Park
southpark,11.0,14.0,0.49441192,0.9260441,0.028217675,Emotion,C,South Park
southpark,12.0,1.0,-0.45867136,0.7784325,0.028217675,Emotion,C,South Park
southpark,12.0,2.0,-1.1284978,-0.2071838,0.028217675,Emotion,C,South Park
southpark,12.0,3.0,-1.2515512,1.036191,0.028217675,Emotion,C,South Park
southpark,12.0,4.0,0.37534088,1.0955522,0.028217675,Emotion,C,South Park
southpark,12.0,5.0,-0.29443556,0.7733373,0.028217675,Emotion,C,South Park
southpark,12.0,6.0,-0.62417275,-1.4727365,0.028217675,Emotion,C,South Park
southpark,12.0,7.0,-0.5162735,-0.41992015,0.028217675,Emotion,C,South Park
